dataset,image_id,condition,filename,source_url,mean_intensity,total_fluorescence,area_pixels,integrated_density,object_count,coverage_fraction,threshold,background_mean,background_std,signal_to_background,quality_flag
BBBC053,dmso_23,DMSO,MAX_DMSO_ (23) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.93990159034729,830012.0625,883084,830012.0560102463,188,0.21054363250732422,0.494140625,0.06204371526837349,0.09196900576353073,9.545045341586977,usable
BBBC053,dmso_24,DMSO,MAX_DMSO_ (24) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9240609407424927,605744.125,655524,605744.1241192818,315,0.15628910064697266,0.490234375,0.08012084662914276,0.09696423262357712,8.703532918747886,usable
BBBC053,dmso_25,DMSO,MAX_DMSO_ (25) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9399438500404358,980049.375,1042668,980049.3742339611,473,0.24859142303466797,0.521484375,0.10985181480646133,0.11484428495168686,7.227915674406466,usable
BBBC053,dmso_26,DMSO,MAX_DMSO_ (26) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9462676048278809,1038051.75,1096996,1038051.777425766,635,0.26154422760009766,0.529296875,0.12783314287662506,0.11959800124168396,6.843154653920354,usable
BBBC053,dmso_27,DMSO,MAX_DMSO_ (27) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9341353178024292,960049.1875,1027741,960049.1656535864,243,0.24503254890441895,0.494140625,0.0757129043340683,0.1049593985080719,8.17853614953972,usable
BBBC053,dmso_28,DMSO,MAX_DMSO_ (28) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9336735606193542,996591.9375,1067388,996591.9545223713,684,0.2544851303100586,0.509765625,0.11474040150642395,0.1176980510354042,6.957856940295915,usable
BBBC053,dmso_29,DMSO,MAX_DMSO_ (29) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9298113584518433,968607.75,1041725,968607.7373832464,670,0.2483665943145752,0.501953125,0.09906391054391861,0.11499559879302979,7.224104509413353,usable
BBBC053,dmso_3,DMSO,MAX_DMSO_ (3) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9370214939117432,826864.3125,882439,826864.3100659847,178,0.2103898525238037,0.501953125,0.08109377324581146,0.09649946540594101,8.869674535406302,usable
BBBC053,dmso_30,DMSO,MAX_DMSO_ (30) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9328253865242004,742220.25,795669,742220.242470324,129,0.18970227241516113,0.482421875,0.07221942394971848,0.09004771709442139,9.557115196567274,usable
BBBC053,dmso_4,DMSO,MAX_DMSO_ (4) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9521364569664001,630630.4375,662332,630630.4438154697,183,0.1579122543334961,0.501953125,0.06967482715845108,0.08968567103147507,9.839384377398218,usable
BBBC053,dmso_5,DMSO,MAX_DMSO_ (5) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9411177039146423,472077.8125,501614,472077.8159314394,306,0.11959409713745117,0.505859375,0.07745090872049332,0.09073130786418915,9.518845222000872,usable
BBBC053,dmso_6,DMSO,MAX_DMSO_ (6) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.926023006439209,879032.875,949256,879032.8950004578,622,0.2263202667236328,0.505859375,0.09353631734848022,0.11527341604232788,7.221781880769155,usable
BBBC053,dmso_7,DMSO,MAX_DMSO_ (7) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9298105835914612,662050.25,712027,662050.2404028773,489,0.16976046562194824,0.505859375,0.08719310164451599,0.10625116527080536,7.930355864272152,usable
BBBC053,dmso_8,DMSO,MAX_DMSO_ (8) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9403176307678223,640719.25,681386,640719.2691583633,586,0.16245508193969727,0.509765625,0.09465304017066956,0.10859900712966919,7.786966253026329,usable
BBBC053,dmso_9,DMSO,MAX_DMSO_ (9) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9516181945800781,825745.75,867728,825745.752746582,292,0.20688247680664062,0.513671875,0.09787052124738693,0.10540178418159485,8.099858841126991,usable
BBBC053,fccp_1,FCCP,MAX_FCCP_ (1) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.8934088945388794,609020.75,681682,609020.7620470524,767,0.16252565383911133,0.482421875,0.09464820474386215,0.11116337031126022,7.185402009281278,usable
BBBC053,fccp_10,FCCP,MAX_FCCP_ (10) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.8929221034049988,705705.8125,790333,705705.8047503829,1607,0.1884300708770752,0.490234375,0.10822882503271103,0.12292145937681198,6.383644472706603,usable
BBBC053,fccp_11,FCCP,MAX_FCCP_ (11) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9350849986076355,1174580.875,1256122,1174580.8386210203,1589,0.2994828224182129,0.533203125,0.1486121416091919,0.13769502937793732,5.711659664780851,usable
BBBC053,fccp_12,FCCP,MAX_FCCP_ (12) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.899467945098877,738670.9375,821231,738670.9600214958,679,0.19579672813415527,0.474609375,0.07443231344223022,0.10458219796419144,7.888797127231979,usable
BBBC053,fccp_13,FCCP,MAX_FCCP_ (13) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9215885996818542,1155417.75,1253724,1155417.745547533,1433,0.29891109466552734,0.529296875,0.14572499692440033,0.1416412889957428,5.4776268320598325,usable
BBBC053,fccp_14,FCCP,MAX_FCCP_ (14) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9132788777351379,830183.3125,909014,830183.2857655287,1048,0.21672582626342773,0.501953125,0.10538248717784882,0.12020079791545868,6.721167275097711,usable
BBBC053,fccp_15,FCCP,MAX_FCCP_ (15) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9006889462471008,554427.1875,615559,554427.1870629191,959,0.1467607021331787,0.486328125,0.09320782124996185,0.10882776230573654,7.4197400382874275,usable
BBBC053,fccp_16,FCCP,MAX_FCCP_ (16) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9210394620895386,1009973.1875,1096558,1009973.1904699802,1260,0.26143980026245117,0.521484375,0.13527926802635193,0.13097280263900757,5.999369173306463,usable
BBBC053,fccp_17,FCCP,MAX_FCCP_ (17) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.8845589756965637,994199.1875,1123949,994199.1761751771,1410,0.26797032356262207,0.501953125,0.12418776750564575,0.13707078993320465,5.547247968100864,usable
BBBC053,fccp_18,FCCP,MAX_FCCP_ (18) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9033570289611816,908562.1875,1005762,908562.172162056,1554,0.2397923469543457,0.501953125,0.12156665325164795,0.12764225900173187,6.1248073875873565,usable
BBBC053,fccp_19,FCCP,MAX_FCCP_ (19) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9122614860534668,901586.1875,988298,901586.2021436691,1509,0.23562860488891602,0.517578125,0.13464783132076263,0.13207213580608368,5.887750373962764,usable
BBBC053,fccp_2,FCCP,MAX_FCCP_ (2) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9059180021286011,677626.6875,748000,677626.6655921936,1035,0.17833709716796875,0.494140625,0.11382052302360535,0.11735495924949646,6.7495292456432665,usable
BBBC053,fccp_20,FCCP,MAX_FCCP_ (20) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.916539192199707,1044529.3125,1139645,1044529.3076944351,1369,0.2717125415802002,0.517578125,0.1256655901670456,0.13364127278327942,5.917840108235657,usable
BBBC053,fccp_21,FCCP,MAX_FCCP_ (21) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.894669234752655,845945.5625,945540,845945.5482280254,1416,0.2254343032836914,0.498046875,0.12618836760520935,0.12899930775165558,5.957201812470738,usable
BBBC053,fccp_22,FCCP,MAX_FCCP_ (22) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9123251438140869,966739.875,1059644,966739.8646917343,1543,0.2526388168334961,0.509765625,0.12951777875423431,0.12948350608348846,6.045567834618896,usable
BBBC053,fccp_23,FCCP,MAX_FCCP_ (23) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.906632125377655,1241164.875,1368984,1241164.8735280037,1595,0.32639122009277344,0.525390625,0.15654446184635162,0.14502541720867157,5.17207608081525,usable
BBBC053,fccp_24,FCCP,MAX_FCCP_ (24) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9188946485519409,882675.5,960584,882675.4970846176,1341,0.2290210723876953,0.509765625,0.11986345052719116,0.12467745691537857,6.408735059714976,usable
BBBC053,fccp_25,FCCP,MAX_FCCP_ (25) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9149443507194519,652375.4375,713022,652375.450838685,1185,0.1699976921081543,0.494140625,0.09582237899303436,0.11467834562063217,7.142715781062565,usable
BBBC053,fccp_26,FCCP,MAX_FCCP_ (26) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9071632623672485,1111256.875,1224980,1111256.853134632,1223,0.29205799102783203,0.513671875,0.1406507045030594,0.13638480007648468,5.620178621486486,usable
BBBC053,fccp_27,FCCP,MAX_FCCP_ (27) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9166543483734131,1045166.5625,1140197,1045166.5380523205,1051,0.27184414863586426,0.509765625,0.10328541696071625,0.12723428010940552,6.392636780563591,usable
BBBC053,fccp_28,FCCP,MAX_FCCP_ (28) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9229285717010498,944956.125,1023867,944956.1079218388,1353,0.2441089153289795,0.521484375,0.129153311252594,0.12789052724838257,6.206628988852697,usable
BBBC053,fccp_29,FCCP,MAX_FCCP_ (29) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9144699573516846,786669.125,860246,786669.1229319572,1125,0.20509862899780273,0.505859375,0.12099268287420273,0.12137939780950546,6.53711215976377,usable
BBBC053,fccp_3,FCCP,MAX_FCCP_ (3) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9232364296913147,898003.4375,972669,898003.4548314214,753,0.2319023609161377,0.513671875,0.11175096035003662,0.11900979280471802,6.8185872072361144,usable
BBBC053,fccp_4,FCCP,MAX_FCCP_ (4) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.933543860912323,1162477.75,1245231,1162477.7554677129,946,0.2968862056732178,0.529296875,0.15203170478343964,0.13141119480133057,5.947029172675917,usable
BBBC053,fccp_5,FCCP,MAX_FCCP_ (5) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.8962374925613403,784734.8125,875588,784734.7936367989,908,0.2087564468383789,0.494140625,0.10561444610357285,0.11813327670097351,6.692579567393688,usable
BBBC053,fccp_6,FCCP,MAX_FCCP_ (6) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9220598936080933,805443.3125,873526,805443.2906239033,1045,0.20826482772827148,0.498046875,0.10424138605594635,0.11821062862873077,6.918257679375039,usable
BBBC053,fccp_7,FCCP,MAX_FCCP_ (7) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9138779044151306,948421.5625,1037799,948421.5753241181,1245,0.24743056297302246,0.505859375,0.1193498745560646,0.12666372954845428,6.272685637836755,usable
BBBC053,fccp_8,FCCP,MAX_FCCP_ (8) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9086059331893921,931145.75,1024807,931145.7205740213,1217,0.24433302879333496,0.509765625,0.12667813897132874,0.12821996212005615,6.098283629208201,usable
BBBC053,fccp_9,FCCP,MAX_FCCP_ (9) - Deconvolved.tif,https://bbbc.broadinstitute.org/BBBC053,0.9004776477813721,989561.0,1098929,989561.0009987354,1340,0.262005090713501,0.509765625,0.13914671540260315,0.1309392899274826,5.8143366934685226,usable
